product_id,product_name,category,brand,unit_price,cost_price,weight_kg,is_available
251,ZetaCraft Cabinet Pro,Furniture,ZetaCraft,211.44,101.22,7.51,true
252,IotaLux T-Shirt Pro,Clothing,IotaLux,370.65,148.06,2.19,true
253,EtaStyle Rug Ultra,Furniture,EtaStyle,446.89,195.81,11.5,true
254,ThetaPro Towel Ultra,Sports,ThetaPro,25.12,10.82,1.05,true
255,BetaTech Juice Plus,Food,BetaTech,172.2,95.52,7.62,true
256,BetaTech Cabinet Lite,Furniture,BetaTech,419.24,198.46,3.0,true
257,IotaLux Socks Pro,Clothing,IotaLux,271.88,167.88,17.39,true
258,DeltaWear Helmet Lite,Sports,DeltaWear,381.56,181.16,18.7,true
259,KappaCore Running Shoes Pro,Sports,KappaCore,202.34,75.37,7.19,false
260,EtaStyle Desk Max,Furniture,EtaStyle,330.32,135.4,11.61,true
261,AlphaGear Table Ultra,Furniture,AlphaGear,355.96,138.26,15.32,false
262,KappaCore Bike Light Pro,Sports,KappaCore,167.73,76.42,23.25,true
263,ZetaCraft Dress Plus,Clothing,ZetaCraft,412.2,148.69,21.37,true
264,EtaStyle Dumbbell Pro,Sports,EtaStyle,131.57,41.17,21.32,false
265,BetaTech Backpack Max,Sports,BetaTech,107.74,74.77,9.29,true
266,AlphaGear Cereal Ultra,Food,AlphaGear,82.17,43.88,15.64,false
267,EpsilonFit Coffee Ultra,Food,EpsilonFit,280.44,139.18,5.94,true
268,BetaTech Bread Ultra,Food,BetaTech,53.01,20.53,24.8,true
269,EtaStyle Bookshelf Ultra,Furniture,EtaStyle,277.28,122.23,5.52,true
270,BetaTech Dress Max,Clothing,BetaTech,333.8,191.85,15.86,false
271,ThetaPro Lamp Lite,Furniture,ThetaPro,379.63,157.36,23.12,true
272,AlphaGear Rice Lite,Food,AlphaGear,268.67,116.5,11.65,true
273,EtaStyle Bread Ultra,Food,EtaStyle,487.25,226.14,15.95,true
274,KappaCore Stool Plus,Furniture,KappaCore,254.16,84.43,14.31,true
275,DeltaWear Socks Max,Clothing,DeltaWear,87.4,48.09,17.14,true
276,IotaLux Bike Light Plus,Sports,IotaLux,258.11,97.36,22.84,true
277,ThetaPro Bookshelf Max,Furniture,ThetaPro,468.88,313.47,8.14,true
278,KappaCore Monitor Lite,Electronics,KappaCore,233.28,92.85,15.12,true
279,BetaTech Juice Lite,Food,BetaTech,402.83,255.86,21.81,true
280,AlphaGear Tea Ultra,Food,AlphaGear,375.56,215.12,10.22,false
281,EtaStyle Tea Ultra,Food,EtaStyle,479.0,312.95,13.48,true
282,AlphaGear Cereal Pro,Food,AlphaGear,150.02,68.91,20.58,true
283,ThetaPro Juice Max,Food,ThetaPro,217.15,75.92,3.73,true
284,EtaStyle Sofa Plus,Furniture,EtaStyle,329.99,117.73,6.15,true
285,ZetaCraft Jeans Plus,Clothing,ZetaCraft,322.81,106.41,22.49,true
286,EpsilonFit Dress Max,Clothing,EpsilonFit,346.15,149.63,11.31,true
287,GammaHome Running Shoes Max,Sports,GammaHome,78.27,32.51,5.6,true
288,GammaHome Shorts Max,Clothing,GammaHome,285.98,120.65,17.86,true
289,KappaCore Bookshelf Pro,Furniture,KappaCore,149.7,67.92,15.96,true
290,GammaHome Water Bottle Ultra,Sports,GammaHome,294.2,118.79,18.06,false
291,GammaHome Bread Ultra,Food,GammaHome,486.34,271.15,14.72,true
292,EtaStyle Backpack Ultra,Sports,EtaStyle,433.38,214.13,4.31,false
293,EtaStyle Rug Max,Furniture,EtaStyle,12.05,8.18,8.62,true
294,EpsilonFit Bookshelf Lite,Furniture,EpsilonFit,306.28,181.17,3.08,true
295,KappaCore Cereal Ultra,Food,KappaCore,456.79,302.63,21.02,true
296,AlphaGear Sofa Pro,Furniture,AlphaGear,202.25,68.67,8.3,true
297,IotaLux Gloves Ultra,Sports,IotaLux,436.94,300.69,1.49,true
298,GammaHome Cabinet Plus,Furniture,GammaHome,346.4,194.1,6.2,true
299,EpsilonFit Charger Pro,Electronics,EpsilonFit,278.23,93.64,4.83,true
300,AlphaGear Water Bottle Plus,Sports,AlphaGear,107.83,42.87,19.07,false
301,AlphaGear Webcam Pro,Electronics,AlphaGear,162.83,90.14,4.99,false
302,DeltaWear Speaker Max,Electronics,DeltaWear,54.44,29.17,15.0,true
303,BetaTech Bike Light Ultra,Sports,BetaTech,361.39,172.4,16.1,false
304,EtaStyle Keyboard Ultra,Electronics,EtaStyle,302.67,150.44,4.5,false
305,EpsilonFit Water Bottle Ultra,Sports,EpsilonFit,135.78,69.64,8.59,true
306,GammaHome Tea Plus,Food,GammaHome,246.35,105.36,24.36,false
307,BetaTech Bookshelf Plus,Furniture,BetaTech,381.42,217.1,2.45,true
308,DeltaWear Dumbbell Ultra,Sports,DeltaWear,390.5,236.31,5.41,true
309,ThetaPro Hat Ultra,Clothing,ThetaPro,55.94,23.5,15.28,true
310,DeltaWear Jacket Ultra,Clothing,DeltaWear,384.37,236.13,21.32,true
311,ThetaPro Hat Max,Clothing,ThetaPro,328.48,202.18,19.52,true
312,EpsilonFit Scarf Max,Clothing,EpsilonFit,188.54,79.66,18.2,false
313,KappaCore Coat Plus,Clothing,KappaCore,199.8,93.28,19.08,true
314,GammaHome Olive Oil Lite,Food,GammaHome,487.62,295.9,0.59,true
315,ZetaCraft Shorts Ultra,Clothing,ZetaCraft,16.72,7.88,9.62,true
316,IotaLux Stool Lite,Furniture,IotaLux,222.85,91.28,1.95,true
317,ThetaPro Bread Plus,Food,ThetaPro,476.26,323.23,19.55,false
318,KappaCore Cabinet Max,Furniture,KappaCore,295.13,95.54,1.5,true
319,ThetaPro Backpack Pro,Sports,ThetaPro,462.19,159.18,3.44,true
320,GammaHome Chocolate Plus,Food,GammaHome,296.96,157.28,14.09,true
321,IotaLux Socks Max,Clothing,IotaLux,382.58,154.67,13.32,true
322,ZetaCraft Chair Lite,Furniture,ZetaCraft,478.81,212.83,19.34,true
323,DeltaWear Scarf Max,Clothing,DeltaWear,233.1,100.98,16.97,true
324,GammaHome Running Shoes Plus,Sports,GammaHome,64.0,29.72,9.97,true
325,IotaLux Running Shoes Ultra,Sports,IotaLux,189.87,99.93,24.89,true
326,EpsilonFit Helmet Ultra,Sports,EpsilonFit,289.53,160.33,18.39,true
327,IotaLux Yoga Mat Ultra,Sports,IotaLux,83.32,42.11,21.3,false
328,BetaTech Jump Rope Plus,Sports,BetaTech,384.72,181.73,6.99,true
329,GammaHome Jeans Plus,Clothing,GammaHome,325.68,141.97,13.24,true
330,EpsilonFit Bread Lite,Food,EpsilonFit,8.15,5.15,0.57,true
331,EpsilonFit Chocolate Ultra,Food,EpsilonFit,428.51,228.72,19.22,false
332,ZetaCraft Stool Lite,Furniture,ZetaCraft,447.16,262.02,14.46,true
333,GammaHome Cabinet Pro,Furniture,GammaHome,54.94,28.2,23.62,true
334,BetaTech Backpack Lite,Sports,BetaTech,167.09,71.2,5.83,true
335,EtaStyle Jacket Max,Clothing,EtaStyle,495.55,194.85,23.0,true
336,BetaTech Rug Lite,Furniture,BetaTech,417.91,188.08,11.15,false
337,ThetaPro Speaker Pro,Electronics,ThetaPro,202.59,77.44,9.57,true
338,KappaCore Mirror Pro,Furniture,KappaCore,363.64,126.79,18.94,false
339,ZetaCraft Backpack Ultra,Sports,ZetaCraft,210.49,80.86,2.36,true
340,IotaLux Rice Plus,Food,IotaLux,60.44,29.18,0.28,false
341,ZetaCraft Mouse Max,Electronics,ZetaCraft,473.14,300.26,10.91,true
342,ThetaPro Headphones Max,Electronics,ThetaPro,12.85,8.81,18.27,true
343,GammaHome Table Plus,Furniture,GammaHome,284.47,99.9,3.98,true
344,DeltaWear Charger Plus,Electronics,DeltaWear,433.84,244.85,9.36,true
345,GammaHome Chocolate Lite,Food,GammaHome,468.46,321.42,18.57,true
346,AlphaGear Smartphone Max,Electronics,AlphaGear,251.29,106.15,15.67,true
347,ZetaCraft Laptop Lite,Electronics,ZetaCraft,19.11,9.33,18.4,false
348,EtaStyle Webcam Pro,Electronics,EtaStyle,382.44,225.26,4.33,true
349,BetaTech Sweater Plus,Clothing,BetaTech,212.84,69.5,24.22,false
350,GammaHome Helmet Plus,Sports,GammaHome,429.17,267.7,0.12,false
351,ZetaCraft Jacket Pro,Clothing,ZetaCraft,329.91,147.22,15.38,false
352,DeltaWear Bread Lite,Food,DeltaWear,67.29,34.04,20.16,true
353,EtaStyle Tablet Max,Electronics,EtaStyle,144.74,79.03,6.32,true
354,ThetaPro Dress Max,Clothing,ThetaPro,335.84,170.6,14.47,true
355,ZetaCraft Coat Pro,Clothing,ZetaCraft,332.29,176.69,23.37,false
356,GammaHome Monitor Lite,Electronics,GammaHome,12.09,6.7,20.9,true
357,AlphaGear Olive Oil Ultra,Food,AlphaGear,288.18,142.23,8.66,false
358,ThetaPro Pasta Max,Food,ThetaPro,312.55,162.01,3.03,true
359,EpsilonFit Jacket Plus,Clothing,EpsilonFit,173.79,112.75,19.32,true
360,EpsilonFit Hat Ultra,Clothing,EpsilonFit,36.24,16.17,16.09,true
361,ThetaPro Monitor Lite,Electronics,ThetaPro,415.89,144.78,17.85,true
362,EtaStyle Scarf Ultra,Clothing,EtaStyle,278.88,188.47,24.16,true
363,DeltaWear Juice Lite,Food,DeltaWear,75.15,43.0,19.42,true
364,GammaHome Towel Ultra,Sports,GammaHome,283.63,145.28,1.27,true
365,IotaLux Jump Rope Ultra,Sports,IotaLux,87.54,31.82,17.04,true
366,KappaCore Mirror Plus,Furniture,KappaCore,214.89,81.85,1.32,true
367,EtaStyle Juice Max,Food,EtaStyle,447.4,217.97,3.49,true
368,IotaLux Keyboard Ultra,Electronics,IotaLux,335.72,128.75,18.36,true
369,GammaHome Headphones Lite,Electronics,GammaHome,76.18,47.92,19.14,false
370,EtaStyle Lamp Lite,Furniture,EtaStyle,297.75,118.93,8.83,true
371,BetaTech Lamp Lite,Furniture,BetaTech,364.36,194.7,16.84,false
372,ZetaCraft Cabinet Pro,Furniture,ZetaCraft,10.33,3.58,7.85,false
373,EpsilonFit Rug Lite,Furniture,EpsilonFit,412.01,212.8,15.29,true
374,AlphaGear Shorts Plus,Clothing,AlphaGear,193.84,127.25,2.91,false
375,ThetaPro Dumbbell Ultra,Sports,ThetaPro,380.44,148.32,2.67,true
376,EtaStyle Rug Max,Furniture,EtaStyle,213.73,118.67,21.64,true
377,ZetaCraft Hat Pro,Clothing,ZetaCraft,212.72,134.97,24.58,true
378,DeltaWear Speaker Max,Electronics,DeltaWear,294.96,114.61,10.9,true
379,KappaCore Juice Plus,Food,KappaCore,419.52,188.92,13.02,true
380,KappaCore Yoga Mat Pro,Sports,KappaCore,419.91,233.92,2.55,true
381,KappaCore Sofa Plus,Furniture,KappaCore,337.94,223.55,10.6,true
382,ThetaPro Scarf Plus,Clothing,ThetaPro,288.81,147.03,23.51,true
383,GammaHome Stool Plus,Furniture,GammaHome,16.95,11.5,2.56,true
384,ZetaCraft Rice Lite,Food,ZetaCraft,410.09,179.46,24.34,true
385,ZetaCraft Coffee Lite,Food,ZetaCraft,231.81,161.43,6.65,true
386,ZetaCraft Gloves Lite,Sports,ZetaCraft,371.65,223.48,19.55,false
387,ZetaCraft Mouse Lite,Electronics,ZetaCraft,310.12,184.81,20.92,true
388,BetaTech Jeans Lite,Clothing,BetaTech,321.53,136.7,12.48,false
389,ThetaPro Cabinet Lite,Furniture,ThetaPro,178.54,111.12,22.4,true
390,BetaTech T-Shirt Ultra,Clothing,BetaTech,98.95,41.98,12.7,true
391,GammaHome Gloves Pro,Sports,GammaHome,202.0,116.81,5.05,false
392,ZetaCraft Jacket Pro,Clothing,ZetaCraft,268.75,123.28,23.04,true
393,BetaTech Towel Lite,Sports,BetaTech,165.3,64.46,20.67,true
394,ThetaPro T-Shirt Lite,Clothing,ThetaPro,116.11,67.12,5.55,false
395,AlphaGear Bookshelf Plus,Furniture,AlphaGear,151.91,104.19,21.45,false
396,IotaLux Juice Ultra,Food,IotaLux,499.19,188.14,4.73,false
397,EpsilonFit Bike Light Max,Sports,EpsilonFit,354.84,245.82,20.11,false
398,DeltaWear Dress Lite,Clothing,DeltaWear,163.48,72.39,23.96,true
399,KappaCore Mirror Ultra,Furniture,KappaCore,68.74,47.6,19.63,false
400,BetaTech Backpack Ultra,Sports,BetaTech,404.59,219.14,18.03,true
401,KappaCore Rice Ultra,Food,KappaCore,419.12,202.89,11.0,false
402,AlphaGear Smartphone Max,Electronics,AlphaGear,282.18,147.75,1.53,false
403,ZetaCraft Chair Pro,Furniture,ZetaCraft,37.38,21.96,14.29,false
404,EtaStyle Chocolate Max,Food,EtaStyle,111.53,53.63,13.51,true
405,IotaLux Stool Ultra,Furniture,IotaLux,473.4,169.33,13.54,true
406,AlphaGear Charger Pro,Electronics,AlphaGear,357.5,158.49,3.08,true
407,GammaHome Bike Light Lite,Sports,GammaHome,367.62,146.87,15.08,true
408,BetaTech Speaker Plus,Electronics,BetaTech,169.24,57.15,10.15,false
409,GammaHome Cereal Lite,Food,GammaHome,424.4,158.38,7.85,false
410,BetaTech Scarf Pro,Clothing,BetaTech,96.36,44.38,5.74,true
411,IotaLux Tea Ultra,Food,IotaLux,132.6,86.42,1.62,true
412,GammaHome Jeans Max,Clothing,GammaHome,5.86,4.07,0.41,false
413,KappaCore T-Shirt Lite,Clothing,KappaCore,283.87,182.74,23.9,false
414,DeltaWear Mirror Lite,Furniture,DeltaWear,488.01,165.33,17.11,true
415,ThetaPro Dumbbell Lite,Sports,ThetaPro,354.65,231.19,4.52,false
416,AlphaGear Charger Pro,Electronics,AlphaGear,467.97,306.66,19.86,true
417,ZetaCraft Jeans Pro,Clothing,ZetaCraft,343.1,183.92,4.27,false
418,GammaHome Stool Ultra,Furniture,GammaHome,498.68,333.12,23.45,false
419,IotaLux Tea Plus,Food,IotaLux,37.4,14.9,3.62,true
420,ZetaCraft Coffee Ultra,Food,ZetaCraft,34.02,23.57,12.06,true
421,ZetaCraft Yoga Mat Ultra,Sports,ZetaCraft,456.37,239.68,17.58,false
422,EpsilonFit Jump Rope Plus,Sports,EpsilonFit,163.56,78.37,5.03,false
423,BetaTech Honey Plus,Food,BetaTech,247.78,123.02,8.11,false
424,EpsilonFit Scarf Pro,Clothing,EpsilonFit,386.57,224.04,13.24,true
425,KappaCore Keyboard Max,Electronics,KappaCore,375.19,198.29,4.42,true
426,AlphaGear Running Shoes Ultra,Sports,AlphaGear,483.55,219.51,8.86,true
427,IotaLux Juice Pro,Food,IotaLux,425.36,214.17,17.06,true
428,GammaHome Speaker Lite,Electronics,GammaHome,446.72,261.32,1.92,false
429,KappaCore Stool Pro,Furniture,KappaCore,12.72,8.51,5.23,true
430,ZetaCraft Monitor Max,Electronics,ZetaCraft,492.28,342.05,20.68,false
431,GammaHome Smartphone Plus,Electronics,GammaHome,301.38,165.37,6.53,true
432,EtaStyle Cabinet Max,Furniture,EtaStyle,346.69,161.68,10.4,true
433,KappaCore Rice Plus,Food,KappaCore,10.16,5.86,1.14,true
434,BetaTech Chair Lite,Furniture,BetaTech,62.06,41.01,12.26,true
435,EtaStyle Cabinet Max,Furniture,EtaStyle,145.98,60.52,21.4,true
436,DeltaWear Headphones Lite,Electronics,DeltaWear,475.35,248.09,12.5,true
437,BetaTech Cereal Pro,Food,BetaTech,60.15,18.96,9.76,true
438,KappaCore Lamp Pro,Furniture,KappaCore,188.6,112.28,11.11,true
439,AlphaGear Sofa Max,Furniture,AlphaGear,286.56,194.7,8.6,true
440,DeltaWear Scarf Max,Clothing,DeltaWear,451.27,145.57,9.56,true
441,DeltaWear Bookshelf Plus,Furniture,DeltaWear,171.26,100.78,0.73,true
442,IotaLux Stool Max,Furniture,IotaLux,147.46,53.74,13.72,true
443,EtaStyle Tablet Max,Electronics,EtaStyle,261.43,80.26,18.04,true
444,BetaTech Smartphone Pro,Electronics,BetaTech,343.74,103.93,0.19,false
445,DeltaWear Yoga Mat Pro,Sports,DeltaWear,382.28,120.07,13.69,false
446,EpsilonFit Bike Light Lite,Sports,EpsilonFit,344.38,156.59,22.77,false
447,ZetaCraft Water Bottle Lite,Sports,ZetaCraft,490.16,271.88,12.03,false
448,DeltaWear Backpack Plus,Sports,DeltaWear,76.48,42.43,4.44,true
449,AlphaGear Sofa Plus,Furniture,AlphaGear,218.71,91.85,1.16,true
450,ZetaCraft Chocolate Plus,Food,ZetaCraft,108.01,49.93,22.1,false
451,ThetaPro Honey Ultra,Food,ThetaPro,184.96,79.61,10.03,true
452,DeltaWear Table Ultra,Furniture,DeltaWear,286.35,194.49,18.26,true
453,EtaStyle Juice Plus,Food,EtaStyle,190.53,80.55,9.88,true
454,EpsilonFit Helmet Plus,Sports,EpsilonFit,452.81,308.95,21.77,true
455,ZetaCraft Table Ultra,Furniture,ZetaCraft,278.09,100.86,9.67,false
456,AlphaGear Rug Max,Furniture,AlphaGear,348.51,158.36,16.71,true
457,DeltaWear Bread Lite,Food,DeltaWear,79.59,33.95,6.22,false
458,KappaCore Socks Pro,Clothing,KappaCore,267.64,147.53,0.98,true
459,AlphaGear Laptop Pro,Electronics,AlphaGear,460.49,298.3,8.35,true
460,GammaHome Sweater Ultra,Clothing,GammaHome,479.19,202.71,1.74,true
461,ThetaPro Helmet Ultra,Sports,ThetaPro,172.62,63.88,7.65,true
462,EtaStyle Bookshelf Ultra,Furniture,EtaStyle,63.63,42.26,10.3,false
463,BetaTech Sweater Pro,Clothing,BetaTech,333.62,119.66,11.18,true
464,EtaStyle Cereal Max,Food,EtaStyle,241.06,146.29,14.7,false
465,GammaHome Towel Ultra,Sports,GammaHome,226.43,69.73,12.34,true
466,ZetaCraft Jeans Plus,Clothing,ZetaCraft,39.1,13.84,7.57,true
467,ZetaCraft Monitor Max,Electronics,ZetaCraft,149.71,92.39,19.69,false
468,KappaCore Charger Lite,Electronics,KappaCore,211.78,77.86,21.3,true
469,ThetaPro Running Shoes Max,Sports,ThetaPro,162.69,59.67,16.27,true
470,ZetaCraft Honey Plus,Food,ZetaCraft,25.03,15.02,19.02,true
471,AlphaGear Hat Ultra,Clothing,AlphaGear,69.67,48.16,15.64,true
472,DeltaWear Coat Max,Clothing,DeltaWear,452.74,204.64,1.0,false
473,IotaLux Dress Max,Clothing,IotaLux,427.55,262.37,10.24,true
474,IotaLux Shorts Plus,Clothing,IotaLux,100.49,41.47,2.17,true
475,BetaTech Hat Lite,Clothing,BetaTech,16.39,5.76,19.08,true
476,BetaTech Sofa Pro,Furniture,BetaTech,81.23,50.41,19.49,true
477,KappaCore Mouse Plus,Electronics,KappaCore,39.84,21.24,24.14,true
478,BetaTech Charger Pro,Electronics,BetaTech,32.8,11.66,22.96,true
479,AlphaGear Tablet Pro,Electronics,AlphaGear,219.32,125.94,5.33,false
480,DeltaWear Hat Ultra,Clothing,DeltaWear,240.64,91.18,24.7,true
481,KappaCore Rice Pro,Food,KappaCore,433.18,140.57,4.7,true
482,EpsilonFit Table Pro,Furniture,EpsilonFit,76.23,39.4,24.32,true
483,ZetaCraft Bookshelf Ultra,Furniture,ZetaCraft,379.36,148.36,9.93,true
484,IotaLux Bike Light Max,Sports,IotaLux,322.09,124.75,6.35,true
485,EpsilonFit Running Shoes Plus,Sports,EpsilonFit,144.32,52.61,1.63,true
486,EtaStyle Charger Pro,Electronics,EtaStyle,44.58,27.01,17.93,true
487,ZetaCraft Socks Ultra,Clothing,ZetaCraft,350.55,190.07,23.99,true
488,ZetaCraft Scarf Plus,Clothing,ZetaCraft,372.39,183.28,12.54,true
489,DeltaWear Jump Rope Plus,Sports,DeltaWear,295.68,93.75,8.89,false
490,ThetaPro Coat Plus,Clothing,ThetaPro,435.0,211.3,3.9,false
491,ZetaCraft Smartphone Max,Electronics,ZetaCraft,193.82,125.61,3.82,true
492,GammaHome Chocolate Plus,Food,GammaHome,298.5,111.51,2.46,false
493,ZetaCraft Cabinet Ultra,Furniture,ZetaCraft,102.89,51.33,4.04,true
494,ThetaPro Table Lite,Furniture,ThetaPro,305.38,152.58,10.93,false
495,BetaTech Mouse Max,Electronics,BetaTech,38.12,16.37,11.97,true
496,ThetaPro Mirror Max,Furniture,ThetaPro,402.79,187.92,0.42,true
497,KappaCore Shorts Max,Clothing,KappaCore,217.35,75.8,3.32,true
498,ZetaCraft Jacket Max,Clothing,ZetaCraft,284.84,139.4,0.54,false
499,ZetaCraft Table Plus,Furniture,ZetaCraft,345.7,229.57,22.57,true
500,KappaCore Backpack Max,Sports,KappaCore,397.94,230.54,22.56,true
